string	occurrences	volumes	authors	ignore	alias	comment
Saco	12	6	6	0	Saco River	Saco River
Sacramento	192	40	30	0		
Sacramento City	30	2	2	0		
Sacramento river	5	3	3	0		
Sacramento Valley	7	4	4	0		
Sacristy	8	3	3	1		
Safed	8	2	2	0	Birya, Israel	Birya, Israel. Stupid Google
Sagamore	22	2	2	0		
Saguenay	25	4	3	0		
Sahara	39	35	31	0	Africa	Africa. Stupid Google
Saint-Denis	8	2	2	0		
Sal	7	6	6	1		
Saladin	11	8	8	1		
Salamanca	17	10	9	0		
Salem	184	60	51	0	Salem Mass.	Salem Mass
Salerno	10	5	5	0		
Salina	129	2	2	1		
Salisbury	9	8	8	0		
Salle	10	6	5	1		
Sallie	8	4	4	1		
Sally	10	8	8	1		
Salt Lake	48	19	13	0	Salt Lake City	
Salt Lake City	72	18	14	0		
Salt Lake Valley	5	3	3	0		
Salt River	5	3	3	0		
Saltillo	11	6	4	0		
Salvador	19	2	2	0	San Salvador	San Salvador
Salvation	5	5	5	1		
Samaria	50	17	16	0	Israel	Israel. Stupid Google
Samaritan	11	10	10	1		
Sambo	7	5	5	1		
Samoset	61	4	4	1		
Samoset Samoset	6	2	2	1		
Samson	16	14	13	1		
Samuel	5	2	2	1		
San	5	5	5	1		
San Andreas	9	2	2	0		
San Antonio	120	10	9	0	San Antonio Texas	San Antonio, TX
San Antonio Bexar	9	3	2	0	San Antonio Texas	San Antonio, TX
San Carlo	12	6	6	1		
San Carlos	14	4	4	1		
San Cristoval	5	2	2	1		
San Diego	21	9	8	0		
San Domingo	8	7	7	0	Santo Domingo, Dominican Republic	Santo Domingo, DR
San Felipe	20	3	2	0	San Felipe, TX	San Felipe, TX
San Franciscans	7	3	2	1		
San Francisco	669	104	75	0	San Francisco, CA	SF, CA
San Jacinto	12	6	5	0	Houston Texas	Houston, TX
San Jago	10	4	3	1		
San Joaquin	9	7	7	0		
San Jose	30	14	10	0		
San Juan	57	9	8	0		
San Lorenzo	19	5	5	0	San Lorenzo Cathedral, Genoa, Italy	Cathedral in Genoa
San Luis Obispo	5	3	2	0		
San Marco	19	5	5	1		Ambig and exclam
San Miguel	9	5	5	1		Ambig
San Pablo	13	3	2	1		
San Pedro	5	4	3	1		
San Quentin	7	3	3	0		
Sand Hills	6	2	2	1		
Sandhurst	6	2	2	0		
Sands	48	5	5	1		
Sandusky	22	12	11	0		
Sandwich Islands	65	36	30	0	Hawaii	Hawaii
Sanford	15	4	4	1		
Sanscrit	8	7	7	1		
Santa	15	11	10	1		
Santa Anna	49	10	9	1		
Santa Clara	15	4	4	0		
Santa Claus	152	49	41	1		
Santa Cruz	12	10	10	0		
Santa Fé	54	17	15	0		
Santa Lucia	5	2	2	0	Naples, Italy	Naples, Italy
Santa Maria	43	20	17	1		Eclam
Santee	23	7	6	1		Usually name
Santiago	19	9	7	1		Usuall name or exclam
Saone	6	3	3	0		
Sapphira	5	5	5	1		
Sapsea	8	2	2	1		
Saracen	9	8	8	1		
Saracens	11	5	5	1		
Saragossa	5	5	5	0		
Sarah	6	5	5	1		
SARATOGA	600	154	102	0	Saratoga Springs, NY	Saratoga Springs, NY despite some ambig
Saratoga Lake	9	3	3	0		
SARATOGA SPRINGS	28	10	10	0	Saratoga Springs, NY	
Sardinia	34	11	9	0		
sart	5	3	3	1		
Sassacus	18	2	2	1		
Satan	124	81	68	1		
Saugus	15	2	2	0		
Sault	12	4	4	1		
Saumur	5	3	3	0		
Savannah	234	55	43	0		
Savannah river	6	5	4	0		
Saviour	25	21	20	1		
Saxon	55	46	40	1		
Saxony	31	16	15	0		
Scandinavia	5	3	2	0	Sweden	Sweden. Stupid Google.
Schenectady	68	10	10	0		
Schuylkill	35	19	14	0	Schuylkill River	S River
Schuylkill River	5	4	3	0		
Scio	20	4	4	1		
Scituate	8	3	3	0		
Scotia	17	14	12	1		
Scotland	543	176	118	0		
SCOTT	12	11	11	1		
Scranton	70	6	6	0		
Scriptures	5	3	3	1		
SEA	62	50	43	1		
Sea Gull	35	2	2	1		
Sea Islands	5	5	5	1		Corruption of nonspecific s sea islands
Sea Lion	21	2	2	1		
Sebastopol	59	26	22	0	Sevastopol	Sevastopol, Ukraine
Secessia	16	9	6	0	#South, USA	#South
Sedgefield	5	2	2	1		
Seine	65	30	28	0		
Selma	112	5	5	1		Ambig and name
Seminole	21	7	7	0		
Seneca	141	31	30	0	Seneca, NY	Some ambig but usually Seneca NY
Seneca Lake	21	2	2	0		
Senegal	25	11	9	0		
Senegambia	5	3	2	0		
Señora	107	9	7	1		
Señorita	64	5	5	1		
Seton	18	2	2	1		
Seven Pines	13	4	3	0	Seven PInes National Cemetary	Seven PInes Nat Cemetary
Seville	58	22	19	0		
Seward	5	5	4	1		
SHAKSPEARE	156	72	58	1		
Shanghae	16	5	5	0	Shanghai	Spelling
Shanghai	46	21	17	0		
Sharpsburg	51	6	3	0		
Shasta	25	2	2	0	Mount Shasta	Mt Shasta
Shawnee	121	11	9	0		
Sheba	7	7	6	0	Yemen	Yemen
Shechem	14	2	2	0	Mount Gerizim	Mt Gerizim. Stupid Google.
Sheffield	25	11	9	1		
Shelbyville	23	5	5	0		
Shenandoah	122	23	18	0	Shenandoah River	Shenandoah River
Shenandoah Valley	37	15	11	0	Shenandoah River	Shenandoah River
Shepherdstown	9	4	2	0		
Sherman	8	5	5	1		
Sherwood	9	4	4	1		
Shiloah	5	2	2	1		
Shores	5	5	5	1		
Shreveport	32	7	5	0		
Shrewsbury	25	10	10	0		
Siam	23	22	20	0	Thailand	Thailand
Siberia	50	33	29	0	Russia	Russia
Sibley	12	3	3	1		
SIBYL	5	3	3	1		
Sicily	108	32	29	0		
Sidon	16	11	11	0	Sidon, Lebanon	Sidon, Lebanon
Siena	5	4	2	0	Sienna	Sienna, Italy
Sierra	22	5	4	0	Sierra, California	Sierra, CA. Stupid Google.
Sierra Leone	76	10	9	0		
Sierra Nevada	23	12	11	0	Sierra, California	Sierra, CA. Stupid Google.
Sierras	32	15	10	0	Sierra, California	Sierra, CA. Stupid Google.
Signora	32	5	5	1		
Signorina	10	8	7	1		
Silesia	7	6	5	0		
Siloam	10	7	7	0	Jerusalem, Israel	Jerusalem
Silver City	5	4	3	0	Silver City, NV	Silver City, NV. Some ambig
SILVIA	14	2	2	1		
Simon	8	6	6	1		
Sinai	26	19	16	0	Egypt, Africa	Egypt
Sinclair	13	4	4	1		
Sind	20	2	2	1		
Singapore	42	8	7	0		
Sioux	28	18	17	1		Always as tribe
Sisera	7	7	6	1		
Sitka	8	4	4	0		
Skowhegan	19	6	5	0		
Slade	7	3	2	1		
Slave States	11	7	6	0	#South, USA	#South
Slidell	5	5	5	0		
Sligo	11	5	4	0		
Smiley	13	5	3	1		
Smith	8	6	6	1		
Smithville	120	5	5	0	Smithville, TN	Smithville, TN (also some OH and others)
Smyrna	115	25	23	0	Smyrna, Turkey	Smyrna, Turkey
Socrates	59	35	29	1		
Solferino	9	8	7	0		
Solomon	71	50	43	1		
Somerset	26	18	18	0		
Somerville	466	11	10	1		Name
Somerville Somerville	21	3	3	1		
Sonora	47	10	8	0		
Sophia	16	12	12	1		
Sorrento	31	6	5	0		
South	2020	446	252	0	#South, USA	#South
South Africa	11	10	10	0		
South America	167	96	77	0		
South American	51	37	33	1		
South Atlantic	7	7	4	0	Atlantic Ocean	Atlantic Ocean
South Boston	15	9	4	0	Boston, MA	Boston
South Branch	8	4	4	1		
South Carolina	514	104	78	0		
South Carolinian	29	15	13	1		
South Carolinians	26	15	12	1		
South Caroliny	13	3	2	0	South Carolina	SC
South Church	6	5	5	1		
south Esq.	9	6	6	1		
South France	16	14	13	0	France	France
South Mountain	20	8	6	0	Boonsboro	Boonsboro, MD
South Pacific	14	11	11	0	Pacific Ocean	Pacific Ocean
South Park	5	3	2	1		
South Pass	7	4	3	1		
South Platte	5	3	3	1		
South Sea	29	15	13	0	Pacific Ocean	Pacific Ocean
South Sea Islanders	6	6	6	1		
South Sea Islands	9	9	9	0	Polynesia	Polynesia
South Seas	14	10	8	0	Pacific Ocean	Pacific Ocean
South Side	7	6	5	1		
South Side Madeira	10	2	2	1		
South Street	13	5	5	1		
South-West	10	2	2	0	#West, USA	#West
Southampton	66	23	20	0		
Southampton Street	5	3	3	0		
Southern	23	20	20	1		
Southern Europe	13	11	10	0	Europe	Europe
Southern France	7	4	4	0	France	France
Southern Italy	9	6	5	0	Italy	Italy
Southern States	172	103	75	0	#South, USA	#South
Southron	16	10	8	0		
Southwark	12	8	8	0		
Southwest	19	13	12	0	#West, USA	#West
Spades	67	42	37	1		Colloq
Spain	665	218	144	0		
Spanish	84	55	42	1		
Spanish Town	8	2	2	0		
Sparta	94	14	14	0	Sparta, Greece	Sparta, Greece
Spartan	36	24	20	1		
Sphinx	7	7	6	1		
Sphynx	5	5	5	1		
Spithead	5	2	2	1		
Spottsylvania	13	5	3	0		
Springdale	66	3	3	0		
Springfield	114	40	30	0		
Springs	202	67	55	1		
Squaw	5	3	3	1		
Squire	167	58	44	1		
St.	6	4	4	0		
St. Agnes	17	10	10	1		
St. Alban	7	4	3	1		
St. Albans	29	10	10	0		
St. Andrew	10	7	7	1		
St. Angelo	5	5	3	1		
St. Ann	17	5	5	1		
St. Anthony	12	11	10	1		
St. Auburn	58	3	2	1		
St. Augustine	108	41	36	1		
St. Barbara	5	3	3	1		
St. Barnabas	24	4	4	1		
St. Bartholomew	19	15	15	1		
St. Benedict	8	4	4	1		
St. Bernard	18	15	15	1		
St. Catharine	8	7	7	1		
St. Catharines	6	2	2	1		
St. Catherine	5	4	4	1		
St. Cecilia	79	18	16	1		
St. Charles	39	23	16	1		
St. Clair	12	8	7	1		
St. Clare	13	5	4	1		
St. Cloud	22	9	8	1		
St. Croix	21	8	7	1		
St. Denis	13	7	7	1		
St. Domingo	36	21	20	0	Santo Domingo, Dominican Republic	SD, DR
St. Elizabeth	5	2	2	1		
St. Evremond	10	3	3	1		
St. Geneviéve	6	2	2	1		
St. George	77	46	34	1		
St. George Channel	8	2	2	1		
St. Germain	15	7	7	1		
St. Germains	7	3	3	1		
St. Gregory	18	4	4	1		
St. Helena	29	23	21	1		Ambig and nonloc
St. Ignatius	10	5	4	1		
St. Jago	19	6	5	0	Santiago, Cape Verde	Santiago, Cape Verde
St. James	34	23	21	1		
St. James Park	10	7	7	0		
St. James Square	5	2	2	0		
St. Jerome	6	5	5	1		
St. Jo	6	4	3	1		
St. John	63	29	25	1		Name
St. John Wood	7	2	2	1		
St. Johns	12	8	8	1		
St. Johnsbury	7	3	3	1		
St. Joseph	62	17	15	0		Very often indeed the city in MO
St. Lawrence	62	29	25	0	St. Lawrence river	St Lawrence River
St. Lawrence river	6	5	5	0		
St. Lazare	10	2	2	1		
St. Leger	123	5	4	1		
St. Leger St. Leger	6	2	2	0		
St. Louis	404	106	75	0		
St. Maria	5	2	2	1		
St. Mark	12	5	4	1		
St. Martin	16	10	9	1		
St. Matthew	16	14	13	1		
St. Michael	20	9	8	1		
St. Nicholas	46	24	22	1		
St. Patrick	13	8	8	1		
St. Paul	99	71	55	1		
St. Peter	154	80	66	1		
St. Petersburg	78	41	31	0		
St. Petersburgh	8	7	7	0	St. Petersburg	Spelling
St. Philip	6	6	5	1		
St. Pierre	7	6	6	1		
St. Sebastian	5	4	4	1		
St. Simon	164	5	5	1		
St. Sophia	7	4	4	1		
St. Stephen	7	4	4	1		
St. Thomas	38	19	15	1		Sometimes the island, mostly not
St. Ursula	6	6	6	1		
Sta	7	2	2	1		
Stafford	19	7	6	1		Mostly name
Staffordshire	5	4	4	0		
Stamboul	24	7	7	0	Istanbul	Istanbul
Stamford	24	6	5	1		
Staples	10	6	5	1		
State Maine	11	11	11	0	Maine	Maine
State Street	7	6	6	1		
State Virginia	7	7	6	0	Virginia, USA	Virginia
Staten Island	117	52	38	0		
States	433	196	138	0	United States	USA
STEERAGE	5	3	3	1		
Stella	30	5	5	1		
Sterling	11	4	4	1		
Steuben	17	5	5	1		
Stillwater	16	3	3	1		Ambig; NY, MN, OK, MA
Stirling	17	6	6	1		
Stockholm	17	9	9	0		
Stone Bridge	5	3	2	0	Manassas	Manassas, VA
Stone river	16	3	3	0	MURFREESBORO TENN.	Murfreesboro, TN
Stonington	27	11	10	0		
Stoughton	12	7	7	1		
Strafford	12	2	2	1		
Strait	5	4	4	1		
Strangeways	25	2	2	1		
Strasbourg	20	9	9	0		
STRASBURG	8	7	5	0	Strasbourg	Spelling
Stratford	42	11	9	1		Ambig and name
Stratford-on-Avon	5	5	5	0		
Streatham	8	2	2	0	Streatham, UK	Streatham, UK
STUART	5	4	3	1		
Sudbury	6	6	6	0	Sudbury, MA	Sudbury, MA
Sudley	12	3	2	0		
Suffolk	43	19	16	0	Suffolk, UK	Suffolk UK usually
Sulphur Springs	6	4	4	0		
Sumatra	17	12	12	0		
Sumter	86	24	24	0	Fort Sumter	Fort Sumter
Sunda	7	3	3	0	Sunda Straight, Indonesia	Sunda Straight, INdonesia
Sunnyside	136	6	5	1		
Surinam	14	5	5	0	Suriname	Suriname
Surrey	15	9	9	1		Mostly a name
Surry	18	4	4	1		Name
Susa	6	4	3	1		
Susan	17	9	8	1		
Susquehanna	90	26	23	0	Susquehanna River, USA	Susquehanna River
Sutherland	7	4	4	1		
Suthern	5	3	2	1		
Suwanee River	6	2	2	0		
Swampscott	12	2	2	0		
Swansea	6	3	3	1		US, UK, Aust
Sweden	50	24	21	0		
Sweeny	15	2	2	1		
Sweetwater	67	4	3	0	Sweetwater, NJ	NJ usually
Swiss	35	3	3	1		
Switzerland	262	132	94	0		
Sybil	7	6	5	1		
Sycamore	5	2	2	1		
Sydenham	254	11	11	1		Usually name
Sydney	136	28	26	1		Usually name
Sylvia	11	4	4	1		
Syra	11	2	2	0	Syros, Greece	Syros, Greece
Syracuse	44	21	21	0		
syren	56	41	31	1		
Syria	167	40	36	0		
Table Bay	15	6	5	0	Table Bay, Cape Town, South Africa	Table Bay, South Africa
Table Mountain	8	5	5	0		
Table Rock	16	13	12	1		Ambig
Tabor	6	2	2	1		Ambig and name
Tagus	7	5	5	0	Tagus River	Tagus River
Tahiti	15	6	5	0		
Tahoe	5	2	2	0		
Talavera	6	2	2	0		
Tallahassee	20	6	6	0		
Talleyrand	24	20	16	1		
Tamaulipas	5	5	3	0		
Tamerlane	6	5	5	1		
Tampa Bay	16	6	4	0		
Tampico	26	4	3	0		
Tamworth	18	2	2	1		Mostly name
Tanglewood	5	2	2	1		Mostly fictional use
Taos	5	5	4	0		
Tappan	8	3	3	0		
Tara	13	2	2	1		
Tarleton	18	14	12	1		
Tarn	5	2	2	1		
Tarpeian Rock	19	4	4	0	Rome, Italy	Rome, Italy
Tarrytown	24	12	9	0		
Tarsus	22	19	17	0	Tarsus, Turkey	Tarsus, Turkey
Tasso	7	6	6	1		
Taunton	96	10	9	0		
Tauris	5	2	2	0	Crimea, Ukraine	Crimea, Ukraine
Taylorsville	11	2	2	0		
Teheran	12	4	4	0	Tehran, Iran	Spelling
Tempe	12	10	10	1		Name
Templeton	10	7	7	1		
Teneriffe	6	5	5	0		
Tennessee	442	93	62	0		
Tennessee River	15	7	7	0		
TENNYSON	65	46	39	1		
Terra	6	2	2	1		
Terry	7	2	2	1		
Tertullian	7	3	2	1		
Teuton	7	5	5	1		
Texas	684	119	89	0		
Texas Texas	10	5	5	0	Texas	Texas
Thames	69	42	33	0	River Thames	River Thames
Theatre	5	5	5	1		
Thebes	26	22	22	0	Thebes, Greece	Thebes, Greece
Thekla	10	2	2	1		
Theodora	91	4	4	1		
Thermopylae	19	18	16	0	Thermopylae, Greece	Thermopylae, Greece
Thorndale	15	2	2	1		
Thornton	6	3	2	1		
Thou	333	195	135	1		
Thou hast	7	7	7	1		
Thou knowest	5	5	5	1		
Thou Thou	8	6	6	1		
Thrace	5	3	3	0	Bulgaria	Bulgaria
Throckmorton	6	3	3	1		
Thyatira	5	3	3	0	Akhisar, Turkey	Akhisar, Turkey
Tiber	51	26	21	0	Tiber River, Italy	Tiber River
Tiberias	40	4	4	0	Tiberias, Israel	Tiberias, Israel
Ticonderoga	31	10	10	0		
Tigris	7	6	6	0	Tigris River	Tigris River
Tilda	6	2	2	1		
Tim	5	4	3	1		
TIPPECANOE	10	4	4	0		
Tipperary	25	18	18	0		
Titian	9	8	7	1		
Toledo	45	20	17	0		
TOLLAND	7	3	3	0		
Tom	12	12	11	1		
Tombigbee river	5	4	3	0		
Tonawanda	5	4	4	0		
Tophet	8	7	7	0	Jerusalem, Israel	Jerusalem, Israel
Topman	14	4	2	1		
TOPSHAM	7	3	3	0		
Toronto	63	24	24	0		
Toulon	17	9	6	0		
Toulouse	13	7	7	0		
Town	12	8	7	1		
Trafalgar	7	7	6	0	Cabo Trafalgar, Spain	Cabo Trafalgar, Spain (diff from Tr. Sq.)
TRALEE	10	3	3	0		
Tremont	46	12	12	1		Usually name
Tremont Street	10	6	6	1		
Trenton	91	38	32	0		
Trieste	24	8	8	0		
Trinidad	10	6	6	0		
Trinity	5	5	5	1		
Tripoli	21	10	9	0		
Troas	9	2	2	0	Canakkale, Turkey	Canakkale, Turkey
Trojan	8	4	4	1		
Troy	27	6	6	0	Hisarlik, Turkey	Hisarlik, Turkey
Truckee	8	4	3	0		
Tryon County	10	2	2	0		
tuam	5	4	4	1		
Tudor	5	5	3	1		
Tula	7	2	2	1		
Tuolumne	10	5	4	0		
Tuolumne County	6	4	3	0		
Turin	32	9	9	0		
Turk	28	17	16	1		
Turkey	371	197	124	0		
Turkey Creek	10	2	2	1		
turkey turkey	11	2	2	0	Turkey	Turkey
Turner	21	13	10	1		
Tuscany	41	18	15	0	Tuscany, Italy	Tuscany, Italy
Tusculum	24	2	2	0		
Tybalt	6	4	4	1		
Tyrol	20	12	12	0		
U. S.	25	23	20	0	United States	USA
U.S.	10	9	8	0	United States	USA
Ulm	30	2	2	0		
Ultima Thule	6	6	5	0	Greenland	Greenland
Ulysses	12	6	6	1		
Umpqua	14	2	2	1		Used as name
Una	17	9	9	1		
Uncle Ebenezer	22	2	2	1		
Uncle Ned	11	2	2	1		
Uncle Simon	8	2	2	1		
Uncle Timothy	7	2	2	1		
Union	22	21	15	0	#North, USA	#North
Union Square	11	8	8	0		
Uniontown	6	2	2	0		
United Kingdom	10	8	7	0		
United States	2178	485	269	0		
United States America	59	42	34	0	United States	USA
United States Army	8	8	4	1		
United States Bank	17	8	6	1		
United States Esq.	5	4	3	1		
United States Hotel	32	23	20	1		
United States Navy	6	5	4	1		
Upas	27	12	12	1		
Upper California	5	3	2	0	California, USA	CA
Upper Mississippi	23	11	10	0	Mississippi River, USA	Mississippi River
Upper Potomac	10	6	3	0	Potomac river	Potomac River
Upper Tendom	5	4	4	1		
Upton	7	2	2	1		
URSULA	5	4	4	1		
US	44	34	31	0	United States	USA
Utah	142	27	23	0		
Utica	63	25	23	0		
Utopia	85	10	7	1		
Uxbridge	6	2	2	0		
VAIL	38	10	9	1		
Valambrosa	5	4	4	1		
Vale	32	2	2	1		
Valencia	14	7	6	0		
Valenciennes	6	6	5	0		
Valentia	14	4	2	1		
Valetta	6	3	3	0	Valetta, Malta	Valetta, Malta
Valhalla	7	5	5	1		
Valle	13	2	2	1		
Valley	178	50	35	1		
Valley Virginia	8	7	5	1		
Valparaiso	73	18	16	0		
Vancouver	21	5	5	0		
Vandyke	7	6	6	1		
Vargin	5	4	4	1		
Vatican	86	39	36	0		
Vaughan	5	2	2	1		
Venezuela	5	4	4	0		
Venice	446	121	93	0		
Verdun	5	2	2	0		
Vermont	302	100	75	0		
VERONA	41	15	14	0		
Versailles	166	44	32	0		
Vesuvius	6	5	5	0	Mount Vesuvius, Italy	Mt Vesuvius, Italy
Vevay	21	4	4	0		
VI	175	120	75	1		
Vicksburg	260	48	35	0		
Victor	6	4	4	1		
Victoria	86	38	32	1		
Vienna	232	66	47	0		
villany	81	64	41	1		
Vinal	14	2	2	1		
Vincennes	19	9	9	0		Indiana mostly
Viola	39	11	10	1		
Violet	7	3	3	1		
Violetta	6	2	2	1		
Virgin	98	55	41	1		
Virgin Mother	7	7	7	1		
Virginia	3474	357	198	0		
Virginia City	34	13	6	0		
Virginia ESQ.	5	4	3	1		
Virginia Maryland	7	4	4	1		
Virginia Springs	8	7	6	0		
Virginia Virginia	91	11	9	1		Excluded as likely ejac
Virginia Virginia Virginia	16	6	5	1		Excluded as likely ejac
Virginia Virginia Virginia Virginia	5	2	2	1		Excluded as likely ejac
Virginia Washington	6	2	2	1		
Virginny	21	12	10	0	Virginia	VA
Vistula	11	3	3	0	Vistula River, Poland	Vistula River, Poland
Vivia	53	3	3	1		
vogue	76	65	58	1		
Vosges	17	6	6	0		
Wabash	19	14	9	0	Wabash river	Wabash River
Waccamaw	5	2	2	0	Waccamaw River	Waccamaw River
Wadsworth	12	5	3	1		
Wahsatch	6	2	2	0		
WAKEFIELD	18	9	8	1		
Wal	27	15	13	1		
Wales	150	57	43	0	Wales, UK	Wales, UK
Wall Street	31	21	19	0	Wall Street New York	Wall Street, NY
Wallingford	239	6	5	1		
Wallingford Wallingford	9	4	3	1		
Walnut	5	5	3	1		
Walpole	39	10	10	1		
Walter	5	5	5	1		
Waltham	82	7	7	1		Mostly name
Walworth	29	3	3	1		
Ward	6	6	6	1		
Ware	8	5	5	1		
Warrenton	73	9	6	0		
Warrenton Springs	9	3	2	0	Warrenton	Warrenton, VA
Warsaw	31	23	20	0		
Wash.	52	9	8	1		Mostly nickname
Washington	4121	485	259	0	Washington, DC	DC, but take with cube of salt
Washington City	37	20	15	0	Washington, DC	DC
Washington county	6	5	5	1		Ambiguous
Washington Esq.	5	5	5	1		
Washington Irving	14	12	10	1		
Washington Square	23	17	15	0		
Washington Street	16	14	14	0		
Washington Washington	46	17	17	1		Likely personal name
Washington Washington Washington	8	3	3	1		
Washinton	59	8	4	0	Washington, DC	DC
Washoe	24	7	6	0		
Waterbury	11	4	4	0		
Waterford	25	6	6	0		
Waterloo	129	73	59	0	Waterloo, Belgium	Waterloo, Belgium
Waterman	10	3	3	1		
Watertown	8	5	5	0		
WAVELAND	21	2	2	0	Waveland, IN	Waveland, IN
Waverley	29	11	11	1		Mostly novels
Waverley Place	10	6	5	0		
Waverly	6	5	5	1		
Wayland	60	9	8	1		
Webster	6	6	5	1		
Weehawken	14	10	8	0		
Weimar	12	4	4	0		
Welby	6	2	2	1		
Welland	440	4	4	1		Mostly name
Welles	6	2	2	1		
Wellington	201	59	45	1		
Wells	12	6	6	1		
Wells River	8	2	2	0		
Wellsville	7	3	3	0		
WENDOVER	9	2	2	1		Ambig
Wentworth	23	7	6	1		
Wesley	13	6	5	1		
west	1616	615	320	0	#West, USA	#West
west bank	7	7	6	1		Not Israel
West End	7	7	7	0	London	London
West India	59	48	41	0	West Indies	West Indies
West India Islands	22	18	17	0	West Indies	West Indies
West Indies	216	113	83	0		
West Philadelphia	8	2	2	0	Philadelphia, PA	Philadelphia
West Point	110	51	37	0	West Point, NY	West Point, NY
west side	6	2	2	1		
West Virginia	12	7	6	0		
Westbrook	8	3	3	1		
Westchester	51	12	11	0	Westchester county	Westchester County
Westchester county	28	14	14	0		
Western Africa	6	6	4	0	Africa	Africa
Western Europe	6	5	4	0	Europe	Europe
Western States	30	28	27	0	#West, USA	#West
Westminster	21	16	15	0		
Westminster Abbey	13	12	11	0		
Westmoreland	14	5	5	0		Most often NY
Weston	10	6	6	1		
Westover	9	3	2	1		
Westville	11	2	2	1		
Wethersfield	15	9	8	0		
Weymouth	28	4	4	0		
Wharton	49	8	7	1		
Wheatland	26	2	2	1		
Whin	5	4	4	1		
White House	11	10	8	0		
White Mountain	9	7	7	0	White Mountains	White Mountains
White Mountains	66	39	34	0		
White Plains	52	14	13	0		
Whitehaven	11	2	2	0	Whitehaven, England	Whitehaven, England
Whittier	70	50	43	1		
Wicklow	6	2	2	0		
Wiesbaden	20	6	5	0		
Wight	9	7	6	0	Isle of Wight	Isle of Wight
Wildwood	8	4	4	1		
Wilford	54	2	2	1		
Wilhelmina	13	4	3	1		
Wilkes	8	3	3	1		
Willamette	20	4	4	0	Willamette river	Willamette River
Willard	7	4	4	1		
William	51	35	27	1		
Williamsburg	274	25	17	0		
Williamsport	13	5	3	0		
Willie	7	6	6	1		
Williston	27	3	3	1		
Willow Glen	14	2	2	1		Fictional use
Wilmington	153	29	24	0		Pretty split btw NC and DE; currently hits NC
Wilton	18	4	4	1		
Wiltshire	5	3	3	1		
Winchester	68	15	9	1		Ambig and name
Windham	10	3	3	1		
WINDSOR	87	41	34	1		Mostly name alas
Windward Islands	5	5	3	0		
Winnebago	7	2	2	0		
Winona	90	2	2	1		
Winsted	9	2	2	0		
Winthrop	29	7	7	1		
Wisconsin	140	49	35	0		
Wolf	8	2	2	1		
Wood	8	5	5	1		
Wood Hill	8	2	2	1		
Woodbine	9	4	3	1		
Woodbine Lodge	25	2	2	1		
Woodland	104	6	6	1		
Woodlawn	6	3	3	0		
Woods	5	2	2	1		
Woodstock	8	6	5	1		Ambig
Woodville	43	9	9	1		Ambig and name
Wooster	8	4	4	0		
Worcester	86	43	32	0		
Worth	7	7	7	1		
Worthington	8	4	4	1		
Wurtemberg	11	5	5	0		
Wye	5	4	4	0	River Wye, UK	River Wye, UK
Wyndham	61	3	3	1		
Wyoming	69	17	15	0		
Wyoming Valley	10	2	2	0	Wyoming	
Xenia	6	2	2	1		
Yankeedom	14	10	9	0	#North, USA	#North
Yarmouth	10	5	5	0		
Yarra Yarra	6	4	3	0		
Yazoo	16	4	4	0	Yazoo River, MS	Yazoo River, MS
Yazoo river	8	5	5	0	Yazoo River, MS	Yazoo River, MS
Yokohama	6	4	2	0		
Yonkers	27	8	8	0		
YORK	238	105	74	0		Who knows
York river	5	4	3	0		
York State	10	9	9	0	New York State	NYS
Yorkshire	31	23	21	0	Yorkshire England	Yorkshire, England
Yorktown	63	30	23	0		
Yorkville	11	7	6	0		
Young America	25	21	20	0	United States	USA
Yreka	27	3	3	0		
Yuba	9	3	3	0	Yuba River California	Yuba River, CA
Zahara	5	4	4	0	Africa	Africa. Stupid Google.
Zanzibar	20	6	5	0		
Zebulon	12	5	5	1		
Zenobia	15	4	3	1		
Zerah	9	2	2	1		
Zilpah	11	2	2	1		
Zilpha	9	3	2	1		
Zion	15	8	8	0	Jerusalem, Israel	Jerusalem
Zuleika	26	3	3	1		
Zurich	33	9	9	0		
